IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,replaces
http://purl.obolibrary.org/obo/EUPATH_0038280,"Other maternal risk factors for death, by clinician",,form12b::specify2 | form12a::specify5,form12b | form12a,Maternal risk factor for death as assessed by panel within 6 months of infant's death | Maternal risk factor for death as assessed by clinician when the infant died,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,other maternal risk factors specified,,variable,
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,form03b::dateofbirth | form03a::dateofbirth,form03a | form03b,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0012417,Birth place,,form03b::birthplace | form03a::birthplace,form03a | form03b,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038122,"Birth place, specified",,form03a::specify | form03b::specify | form03b::hospname | form03b::healthname | form03a::hospname,form03a | form03b,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Health center name specified as place of birth,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038121,Birth time,,form03b::timeofbirth | form03a::timeofbirth,form03a | form03b,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,,,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,category,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,form03b::infantsex | form03a::infantsex,form03a | form03b,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038002,Delivered at study hospital,,form01::didmotherdeliveratoneoftheparticipatingstudyhospitalsandinfant,form01,,Participant,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038003,Transferred to study hospital before 7 days of age,,form01::wasbabytransferredfromotherfacilitiesorhometooneoftheparticipa,form01,,Participant,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036409,Estimated gestational age (weeks),,form01::gestationalageinweeksbyballard,form01,Gestational age estimated by Ballard score,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036413,Gestational age assessment date,,form01::dateballardexamdone,form01,,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036414,Gestational age score,,form01::total,form01,Total Ballard score,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038004,Neuromuscular maturity score,,form01::ballardneuromuscularmaturityscore,form01,Ballard neuromuscular maturity score,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038005,Physical maturity score,,form01::ballardphysicalmaturityscore,form01,Ballard physical maturity score,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0035109,Mother's age (years),,form02::maternalage,form02,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036220,Mother's education level,,form02::formaleducationofmother,form02,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036218,Mother's living children (count),,form02::numberoflivingchildren,form02,Maternal data assessed at enrollment,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038012,Mother's marital status,,form02::maritalstatus,form02,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0036221,Mother's occupation,,form02::occupationofmother,form02,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038013,Other mother's occupation,,form02::specify,form02,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038019,Maternal ABO blood group,,form02::bloodgroup1,form02,,Participant,Maternal clinical history,http://purl.obolibrary.org/obo/EUPATH_0036493,,1 A;2 B; 3 AB;4 O;5 Don't know,variable,
http://purl.obolibrary.org/obo/EUPATH_0038020,Maternal RH blood group,,form02::rhfactor1,form02,,Participant,Maternal clinical history,http://purl.obolibrary.org/obo/EUPATH_0036493,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038511,Antenatal hemorrhage,,form12b::antenatalhemorrhage,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038512,Chorioamnionitis,,form12b::chorioamnionitis,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038513,Cord prolapse or complication,,form12b::cordprolapsecomplication,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038514,Maternal signs of infection,,form12b::maternalsignsofinfection,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038515,Obstructed labor,,form12b::obstructedlabor,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038516,Other,,form12b::other1,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038517,Preeclampsia or eclampsia,,form12b::preeclampsiaeclampsia,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038518,Signs of fetal distress,,form12b::signsoffetaldistress,form12b,Maternal risk factor for death as assessed by panel within 6 months of infant's death,Participant,Maternal risk factors for death,http://purl.obolibrary.org/obo/EUPATH_0038275,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038519,Antenatal hemorrhage,,form12a::antenatalhemorrhage1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038520,Chorioamnionitis,,form12a::chorioamnionitis1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038521,Cord prolapse or complication,,form12a::cordprolapsecomplication1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038522,Maternal signs of infection,,form12a::maternalsignsofinfection1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038523,Obstructed labor,,form12a::obstructedlabor1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038524,Other,,form12a::other3,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038525,Preeclampsia or eclampsia,,form12a::preeclampsiaeclampsia1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0038526,Signs of fetal distress,,form12a::signsoffetaldistress1,form12a,Maternal risk factor for death as assessed by clinician when the infant died,Participant,"Maternal risk factors for death, by clinician",http://purl.obolibrary.org/obo/EUPATH_0038276,maternal risk factors,,value,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0020004,Aggregated illness data,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0012223,ABO blood group,,form06::bloodgroup,form06,,Participant,Participant genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0012224,Rh blood group,,form06::rhfactor,form06,,Participant,Participant genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0047283,Screening date,,form01::dateofscreening,form01,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,Sample,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038399,"Abdominal distension | Acinetobacter, by culture",,form08a::abdominaldistension | form08b::abdominaldistension | form09_long::acinetobacter,form08b | form08a | form09_long,,Sample,Acinetobacter in other sample,http://purl.obolibrary.org/obo/EUPATH_0038645,,,value,
http://purl.obolibrary.org/obo/EUPATH_0042152,Treponema in blood,,,,,Sample,Bacteria in blood,http://purl.obolibrary.org/obo/EUPATH_0033293,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038022,Treponema in maternal blood,,,,,Sample,Bacteria in maternal blood,http://purl.obolibrary.org/obo/EUPATH_0038652,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038645,Acinetobacter in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038649,Enterobacter in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,,
http://purl.obolibrary.org/obo/EUPATH_0038642,Escherichia in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038644,Klebsiella in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038648,Listeria in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038646,Pseudomonas in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038650,Serratia in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038647,Staphylococcus in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038643,Streptococcus in other sample,,,,,Sample,Bacteria in other sample,http://purl.obolibrary.org/obo/EUPATH_0038594,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0021159,Blood culture performed,,form03b::n69bloodculture,form03b,,Sample,Blood bacteria testing,http://purl.obolibrary.org/obo/EUPATH_0021158,blood culture performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038307,VDRL test performed,,form03b::n77vdrlinbaby,form03b,,Sample,Blood bacteria testing,http://purl.obolibrary.org/obo/EUPATH_0021158,VDRL performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0033293,Bacteria in blood,,,,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/OBI_0002649,,,category,
http://purl.obolibrary.org/obo/EUPATH_0033143,Blood culture positive,,form06_blood_cul::bloodcultureresults | form03b::n691ifdone,form03b | form06_blood_cul,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/OBI_0002649,"If blood culture performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0020125,Blood microbiology tests procedures,,,,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/OBI_0002649,,,category,
http://purl.obolibrary.org/obo/EUPATH_0033227,"Organism, by culture",,form06_blood_cul::specify | form03b::n691specify,form03b | form06_blood_cul,,Sample,Blood microbiology test,http://purl.obolibrary.org/obo/OBI_0002649,"If blood culture abnormal, specify | If blood culture positive, what it's positive for",,variable,
http://purl.obolibrary.org/obo/EUPATH_0021158,Blood bacteria testing,,,,,Sample,Blood microbiology tests procedures,http://purl.obolibrary.org/obo/EUPATH_0020125,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038306,Blood virus testing,,,,,Sample,Blood microbiology tests procedures,http://purl.obolibrary.org/obo/EUPATH_0020125,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038283,Abnormal electrolyte,,form03b::n802ifabnormalspecifyelectrolyte,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If serum electrolytes abnormal, specify electrolyte",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038284,Albumin measurement interpretation,,form03b::n761specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If serum albumin abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038285,Albumin normal,,form03b::n761ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If serum albumin performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038286,Bilirubin measurement interpretation,,form03b::n67specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If bilirubin test abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038287,Bilirubin normal,,form03b::n671ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If bilirubin test performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038288,Blood gas analysis interpretation,,form03b::n661specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If Blood gas analysis abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038289,Blood gas analysis normal,,form03b::n661ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If Blood gas analysis performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,,,,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038290,C-reactive protein measurement interpretation,,form03b::n741specify,form03b,CRP measurement findings,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If C-reactive protein test abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038291,C-reactive protein normal,,form03b::n741ifdone,form03b,CRP normal,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If C-reactive protein test performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038292,Complete blood count interpretation,,form03b::n651specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If CBC abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038293,Complete blood count normal,,form03b::n651ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If CBC performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038294,Electrolyte panel interpretation,,form03b::n801specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If serum electrolytes abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038295,Electrolyte panel normal,,form03b::n801ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If serum electrolytes performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038296,Erythrocyte sedimentation rate measurement interpretation,,form03b::n751specify,form03b,ESR measurement findings,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If ESR abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038297,Erythrocyte sedimentation rate normal,,form03b::n751ifdone,form03b,ESR normal,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If ESR performed, whether findings were normal",,variable,
http://www.ebi.ac.uk/efo/EFO_0004348,Hematocrit (%),,form06_cbc::hct,form06_cbc,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,form06_cbc::hbg,form06_cbc,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038298,Liver function tests interpretation,,form03b::n791specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If liver function test abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038299,Liver function tests normal,,form03b::n791ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If liver function test performed, whether findings were normal",,variable,
http://www.ebi.ac.uk/efo/EFO_0004309,Platelet count (x10^3/uL),,form06_cbc::plateletcount,form06_cbc,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038300,Random blood sugar measurement interpretation,,form03b::n681specify,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"If random blood sugar abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038301,Random blood sugar normal,,form03b::n681ifdone,form03b,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"Ifrandom blood sugar  performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038302,Red blood cells (x10^3/uL),,form06_cbc::rbc,form06_cbc,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable,
http://purl.obolibrary.org/obo/CMO_0000027,White blood cells (x10^3/uL),,form06_cbc::wbc,form06_cbc,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038308,Albumin measurement performed,,form03b::n76serumalbumin,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,serum albumin performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038309,Bilirubin measurement performed,,form03b::n67bilirubintest,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,bilirubin test performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038310,Blood gas analysis performed,,form03b::bloodgasanalysis,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,Blood gas analysis performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038311,C-reactive protein measurement performed,,form03b::n74creactiveproteintest,form03b,CRP measurement performed,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,C-reactive protein test performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038312,Complete blood count performed,,form03b::completebloodcount,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,CBC performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038313,Electrolyte panel performed,,form03b::n80serumelectrolytes,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,serum electrolytes performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038314,Erythrocyte sedimentation rate measurement performed,,form03b::n75esrdone,form03b,ESR measurement performed,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,ESR performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038315,Liver function tests performed,,form03b::n79liverfunctiontestlft,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,liver function test performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038316,Random blood sugar measurement performed,,form03b::n68randombloodsugar,form03b,,Sample,Blood tests performed,http://purl.obolibrary.org/obo/EUPATH_0027019,random blood sugar performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038438,HIV test performed,,form03b::n78hivtestformother,form03b,,Sample,Blood virus testing,http://purl.obolibrary.org/obo/EUPATH_0038306,HIV test morther performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038503,"Candida albicans, by culture",,form09_long::candidaalbicans,form09_long,,Sample,Candida in other sample,http://purl.obolibrary.org/obo/EUPATH_0038651,,,value,
http://purl.obolibrary.org/obo/EUPATH_0038439,Cerebrospinal fluid culture positive,,form03b::n711ifdone,form03b,,Sample,Cerebrospinal fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0038345,"If CSF culture performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038440,Cerebrospinal fluid microbiology test procedures,,,,,Sample,Cerebrospinal fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0038345,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038441,"Organism, by culture",,form03b::n711specify1,form03b,,Sample,Cerebrospinal fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0038345,"If CSF culture abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038442,Cerebrospinal fluid culture performed,,form03b::n71csfculture,form03b,CSF culture performed,Sample,Cerebrospinal fluid microbiology test procedures,http://purl.obolibrary.org/obo/EUPATH_0038440,CSF culture performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038443,Cerebrospinal fluid analysis interpretation,,form03b::n701specify,form03b,,Sample,Cerebrospinal fluid test,http://purl.obolibrary.org/obo/EUPATH_0038346,"If CSF abnormal, specify",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038444,Cerebrospinal fluid analysis normal,,form03b::n701ifdone | form06_csf::cerebralspinalfluid,form06_csf | form03b,Collected on admission to the NICU and during hospitalization,Sample,Cerebrospinal fluid test,http://purl.obolibrary.org/obo/EUPATH_0038346,"If CSF performed, whether findings were normal",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038445,Cerebrospinal fluid tests performed,,,,,Sample,Cerebrospinal fluid test,http://purl.obolibrary.org/obo/EUPATH_0038346,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038446,Cerebrospinal fluid analysis performed,,form03b::n70csfanalysis,form03b,,Sample,Cerebrospinal fluid tests performed,http://purl.obolibrary.org/obo/EUPATH_0038445,CSF performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038429,"Enterobacter, by culture",,form09_long::enterobacter,form09_long,,Sample,Enterobacter in other sample,http://purl.obolibrary.org/obo/EUPATH_0038649,,,value,
http://purl.obolibrary.org/obo/EUPATH_0038430,"Escherichia coli, by culture",,form09_long::ecoli,form09_long,,Sample,Escherichia in other sample,http://purl.obolibrary.org/obo/EUPATH_0038642,,,value,
http://purl.obolibrary.org/obo/EUPATH_0038651,Candida in other sample,,,,,Sample,Eukaryota in other sample,http://purl.obolibrary.org/obo/EUPATH_0038595,,,multifilter category,
http://purl.obolibrary.org/obo/EUPATH_0038431,"Klebsiella pneumoniae, by culture",,form09_long::klebsiellapneumoniae,form09_long,,Sample,Klebsiella in other sample,http://purl.obolibrary.org/obo/EUPATH_0038644,,,value,
http://purl.obolibrary.org/obo/OBI_0002649,Blood microbiology test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038345,Cerebrospinal fluid microbiology test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038346,Cerebrospinal fluid test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038347,Laboratory tests performed,,form03b::laboratoryanalysesdone,form03b,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,variable,
http://purl.obolibrary.org/obo/EUPATH_0038654,Maternal blood microbiology test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0036022,Maternal blood test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038027,Maternal urine microbiology test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038348,Other lab test performed,,form03b::n81othertest,form03b,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,Other test performed,,variable,
http://purl.obolibrary.org/obo/EUPATH_0042103,Other lab test result,,form03b::n81specifytest,form03b,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,"If other test performed, specify test",,variable,
http://purl.obolibrary.org/obo/EUPATH_0038349,Other sample antimicrobial susceptability test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038350,Other sample microbiology test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0038509,HIV test interpretation,,form03b::n781specify,form03b,,Sample,Lentivirus in maternal blood,http://purl.obolibrary.org/obo/EUPATH_0038024,"If HIV test morther abnormal, specify",,variable,
